,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
17,J.Randle o14.5 Rebs,JoeDellera,1650,0.15,2.625,New York Knicks,J.Randle,New Orleans Pelicans,0,2.475,N,0.0,0,0.0,0,0.0,0
18,J.Brunson o23.5 Pts,the_degenerates,-105,1.05,2.05,New York Knicks,J.Brunson,New Orleans Pelicans,0,0.9999999999999998,N,0.5,0,0.5,0,0.5,0
19,B.Ingram u25.5 Pts,PropBetGuy,-119,1.19,2.19,New Orleans Pelicans,B.Ingram,New York Knicks,1,1.0,N,1.0,1,1.0,1,1.0,1
20,K.Dunn u3.5 Ast,The_Oddsmaker,-132,1.0,1.7575757575757576,Utah Jazz,K.Dunn,Phoenix Suns,0,0.7575757575757576,Y,1.0,1,1.0,1,1.0,1
21,Y.Watanabe o6.5 Pts+Rebs,SBK5065,-130,0.77,1.3623076923076922,Phoenix Suns,Y.Watanabe,Utah Jazz,1,0.5923076923076922,Y,0.5,0,0.5,0,0.5,0
22,J.Okogie o4.5 Rebs,kylemurray03,-125,1.0,1.8,Phoenix Suns,J.Okogie,Utah Jazz,1,0.8,N,1.0,1,1.0,1,1.0,1
23,E.Gordon o14.5 Pts,kylemurray03,-125,0.8,1.4400000000000002,Phoenix Suns,E.Gordon,Utah Jazz,1,0.6400000000000001,Y,0.5,0,0.5,0,0.5,0
24,E.Gordon o14.5 Pts,charliedisturco,-110,0.5,0.9545454545454546,Phoenix Suns,E.Gordon,Utah Jazz,1,0.4545454545454546,Y,0.5,0,0.5,0,0.5,0
25,E.Gordon o14.5 Pts,PropBetGuy,100,1.0,2.0,Phoenix Suns,E.Gordon,Utah Jazz,1,1.0,Y,0.5,0,0.5,0,0.5,0
26,B.Adebayo o3.5 Ast,PropBetGuy,126,1.0,2.26,Miami Heat,B.Adebayo,Minnesota Timberwolves,0,1.2599999999999998,N,0.0,0,0.0,0,0.0,0
27,R.Gobert o11.5 Rebs,JoeDellera,105,1.05,2.1525,Minnesota Timberwolves,R.Gobert,Miami Heat,1,1.1024999999999998,Y,1.0,1,1.0,1,1.0,1
28,T.Haliburton o29.5 Pts+Ast,cowhitchurch,-110,0.5,0.9545454545454546,Indiana Pacers,T.Haliburton,Cleveland Cavaliers,0,0.4545454545454546,Y,1.0,1,1.0,1,1.0,1
29,M.Smart o9.5 Rebs+Ast,cowhitchurch,-109,0.5,0.9587155963302753,Memphis Grizzlies,M.Smart,Washington Wizards,0,0.4587155963302752,Y,0.0,0,0.0,0,0.0,0
